country,year,month,Elect-endogBD2,Elect-predBD2,Elect-endogHW,Elect-predHW
Austria,2004,4,0,0,0,0
Austria,2004,5,0,0,0,0
Austria,2004,6,0,0,0,0
Austria,2004,7,0,0,0,0
Austria,2004,8,0,0,0,0
Austria,2004,9,0,0,0,0
Austria,2004,10,0,0,0,0
Austria,2004,11,0,0,0,0
Austria,2004,12,0,0,0,0
Austria,2005,1,0,0,0,0
Austria,2005,2,0,0,0,0
Austria,2005,3,0,0,0,0
Austria,2005,4,0,0,0,0
Austria,2005,5,0,0,0,0
Austria,2005,6,0,0,0,0
Austria,2005,7,0,0,0,0
Austria,2005,8,0,0,0,0
Austria,2005,9,0,0,0,0
Austria,2005,10,0,0,0,0
Austria,2005,11,0,0,0,0
Austria,2005,12,0,1,0,1
Austria,2006,1,0,1,0,1
Austria,2006,2,0,1,0,1
Austria,2006,3,0,1,0,1
Austria,2006,4,0,1,0,1
Austria,2006,5,0,1,0,1
Austria,2006,6,0,1,0,1
Austria,2006,7,0,1,0,1
Austria,2006,8,0,1,0,1
Austria,2006,9,0,1,0,1
Austria,2006,10,0,1,0,1
Austria,2006,11,0,1,0,1
Austria,2006,12,0,1,0,1
Austria,2007,1,0,0,0,0
Austria,2007,2,0,0,0,0
Austria,2007,3,0,0,0,0
Austria,2007,4,0,0,0,0
Austria,2007,5,0,0,0,0
Austria,2007,6,0,0,0,0
Austria,2007,7,0,0,0,0
Austria,2007,8,0,0,0,0
Austria,2007,9,0,0,0,0
Austria,2007,10,0,0,0,0
Austria,2007,11,0,0,0,0
Austria,2007,12,0,0,0,0
Austria,2008,1,1,0,1,0
Austria,2008,2,1,0,1,0
Austria,2008,3,1,0,1,0
Austria,2008,4,1,0,1,0
Austria,2008,5,1,0,1,0
Austria,2008,6,1,0,1,0
Austria,2008,7,1,0,1,0
Austria,2008,8,1,0,1,0
Austria,2008,9,1,0,1,0
Austria,2008,10,1,0,1,0
Austria,2008,11,1,0,1,0
Austria,2008,12,1,0,1,0
Austria,2009,1,0,0,0,0
Austria,2009,2,0,0,0,0
Austria,2009,3,0,0,0,0
Austria,2009,4,0,0,0,0
Austria,2009,5,0,0,0,0
Austria,2009,6,0,0,0,0
Austria,2009,7,0,0,0,0
Austria,2009,8,0,0,0,0
Austria,2009,9,0,0,0,0
Austria,2009,10,0,0,0,0
Austria,2009,11,0,0,0,0
Austria,2009,12,0,0,0,0
Austria,2010,1,0,0,0,0
Austria,2010,2,0,0,0,0
Austria,2010,3,0,0,0,0
Austria,2010,4,0,0,0,0
Austria,2010,5,0,0,0,0
Austria,2010,6,0,0,0,0
Austria,2010,7,0,0,0,0
Austria,2010,8,0,0,0,0
Austria,2010,9,0,0,0,0
Austria,2010,10,0,0,0,0
Austria,2010,11,0,0,0,0
Austria,2010,12,0,0,0,0
Belgium,1973,1,0,0,0,0
Belgium,1973,2,0,0,0,0
Belgium,1973,3,0,0,0,0
Belgium,1973,4,0,0,0,0
Belgium,1973,5,0,0,0,0
Belgium,1973,6,0,0,0,0
Belgium,1973,7,0,0,0,0
Belgium,1973,8,0,0,0,0
Belgium,1973,9,0,0,0,0
Belgium,1973,10,0,0,0,0
Belgium,1973,11,0,0,0,0
Belgium,1973,12,0,0,0,0
Belgium,1974,1,1,0,1,0
Belgium,1974,2,1,0,1,0
Belgium,1974,3,1,0,1,0
Belgium,1974,4,1,0,1,0
Belgium,1974,5,1,0,1,0
Belgium,1974,6,1,0,1,0
Belgium,1974,7,1,0,1,0
Belgium,1974,8,1,0,1,0
Belgium,1974,9,1,0,1,0
Belgium,1974,10,1,0,1,0
Belgium,1974,11,1,0,1,0
Belgium,1974,12,1,0,1,0
Belgium,1975,1,0,0,0,0
Belgium,1975,2,0,0,0,0
Belgium,1975,3,0,0,0,0
Belgium,1975,4,0,0,0,0
Belgium,1975,5,0,0,0,0
Belgium,1975,6,0,0,0,0
Belgium,1975,7,0,0,0,0
Belgium,1975,8,0,0,0,0
Belgium,1975,9,0,0,0,0
Belgium,1975,10,0,0,0,0
Belgium,1975,11,0,0,0,0
Belgium,1975,12,0,0,0,0
Belgium,1976,1,0,0,0,0
Belgium,1976,2,0,0,0,0
Belgium,1976,3,0,0,0,0
Belgium,1976,4,0,0,0,0
Belgium,1976,5,0,0,0,0
Belgium,1976,6,0,0,0,0
Belgium,1976,7,0,0,0,0
Belgium,1976,8,0,0,0,0
Belgium,1976,9,0,0,0,0
Belgium,1976,10,0,0,0,0
Belgium,1976,11,0,0,0,0
Belgium,1976,12,0,0,0,0
Belgium,1977,1,1,0,1,0
Belgium,1977,2,1,0,1,0
Belgium,1977,3,1,0,1,0
Belgium,1977,4,1,0,1,0
Belgium,1977,5,1,0,1,0
Belgium,1977,6,1,0,1,0
Belgium,1977,7,1,0,1,0
Belgium,1977,8,1,0,1,0
Belgium,1977,9,1,0,1,0
Belgium,1977,10,1,0,1,0
Belgium,1977,11,1,0,1,0
Belgium,1977,12,1,0,1,0
Belgium,1978,1,1,0,1,0
Belgium,1978,2,1,0,1,0
Belgium,1978,3,1,0,1,0
Belgium,1978,4,1,0,1,0
Belgium,1978,5,1,0,1,0
Belgium,1978,6,1,0,1,0
Belgium,1978,7,1,0,1,0
Belgium,1978,8,1,0,1,0
Belgium,1978,9,1,0,1,0
Belgium,1978,10,1,0,1,0
Belgium,1978,11,1,0,1,0
Belgium,1978,12,1,0,1,0
Belgium,1979,1,0,0,0,0
Belgium,1979,2,0,0,0,0
Belgium,1979,3,0,0,0,0
Belgium,1979,4,0,0,0,0
Belgium,1979,5,0,0,0,0
Belgium,1979,6,0,0,0,0
Belgium,1979,7,0,0,0,0
Belgium,1979,8,0,0,0,0
Belgium,1979,9,0,0,0,0
Belgium,1979,10,0,0,0,0
Belgium,1979,11,0,0,0,0
Belgium,1979,12,0,0,0,0
Belgium,1980,1,0,0,0,0
Belgium,1980,2,0,0,0,0
Belgium,1980,3,0,0,0,0
Belgium,1980,4,0,0,0,0
Belgium,1980,5,0,0,0,0
Belgium,1980,6,0,0,0,0
Belgium,1980,7,0,0,0,0
Belgium,1980,8,0,0,0,0
Belgium,1980,9,0,0,0,0
Belgium,1980,10,0,0,0,0
Belgium,1980,11,0,0,0,0
Belgium,1980,12,0,0,0,0
Belgium,1981,1,1,0,1,0
Belgium,1981,2,1,0,1,0
Belgium,1981,3,1,0,1,0
Belgium,1981,4,1,0,1,0
Belgium,1981,5,1,0,1,0
Belgium,1981,6,1,0,1,0
Belgium,1981,7,1,0,1,0
Belgium,1981,8,1,0,1,0
Belgium,1981,9,1,0,1,0
Belgium,1981,10,1,0,1,0
Belgium,1981,11,1,0,1,0
Belgium,1981,12,1,0,1,0
Belgium,1982,1,0,0,0,0
Belgium,1982,2,0,0,0,0
Belgium,1982,3,0,0,0,0
Belgium,1982,4,0,0,0,0
Belgium,1982,5,0,0,0,0
Belgium,1982,6,0,0,0,0
Belgium,1982,7,0,0,0,0
Belgium,1982,8,0,0,0,0
Belgium,1982,9,0,0,0,0
Belgium,1982,10,0,0,0,0
Belgium,1982,11,0,0,0,0
Belgium,1982,12,0,0,0,0
Belgium,1983,1,0,0,0,0
Belgium,1983,2,0,0,0,0
Belgium,1983,3,0,0,0,0
Belgium,1983,4,0,0,0,0
Belgium,1983,5,0,0,0,0
Belgium,1983,6,0,0,0,0
Belgium,1983,7,0,0,0,0
Belgium,1983,8,0,0,0,0
Belgium,1983,9,0,0,0,0
Belgium,1983,10,0,0,0,0
Belgium,1983,11,0,0,0,0
Belgium,1983,12,0,0,0,0
Belgium,1984,1,0,0,0,0
Belgium,1984,2,0,0,0,0
Belgium,1984,3,0,0,0,0
Belgium,1984,4,0,0,0,0
Belgium,1984,5,0,0,0,0
Belgium,1984,6,0,0,0,0
Belgium,1984,7,0,0,0,0
Belgium,1984,8,0,0,0,0
Belgium,1984,9,0,0,0,0
Belgium,1984,10,0,0,0,0
Belgium,1984,11,0,0,0,0
Belgium,1984,12,0,0,0,0
Belgium,1985,1,0,1,0,1
Belgium,1985,2,0,1,0,1
Belgium,1985,3,0,1,0,1
Belgium,1985,4,0,1,0,1
Belgium,1985,5,0,1,0,1
Belgium,1985,6,0,1,0,1
Belgium,1985,7,0,1,0,1
Belgium,1985,8,0,1,0,1
Belgium,1985,9,0,1,0,1
Belgium,1985,10,0,1,0,1
Belgium,1985,11,0,1,0,1
Belgium,1985,12,0,1,0,1
Belgium,1986,1,0,0,0,0
Belgium,1986,2,0,0,0,0
Belgium,1986,3,0,0,0,0
Belgium,1986,4,0,0,0,0
Belgium,1986,5,0,0,0,0
Belgium,1986,6,0,0,0,0
Belgium,1986,7,0,0,0,0
Belgium,1986,8,0,0,0,0
Belgium,1986,9,0,0,0,0
Belgium,1986,10,0,0,0,0
Belgium,1986,11,0,0,0,0
Belgium,1986,12,0,0,0,0
Belgium,1987,1,1,0,1,0
Belgium,1987,2,1,0,1,0
Belgium,1987,3,1,0,1,0
Belgium,1987,4,1,0,1,0
Belgium,1987,5,1,0,1,0
Belgium,1987,6,1,0,1,0
Belgium,1987,7,1,0,1,0
Belgium,1987,8,1,0,1,0
Belgium,1987,9,1,0,1,0
Belgium,1987,10,1,0,1,0
Belgium,1987,11,1,0,1,0
Belgium,1987,12,1,0,1,0
Belgium,1988,1,0,0,0,0
Belgium,1988,2,0,0,0,0
Belgium,1988,3,0,0,0,0
Belgium,1988,4,0,0,0,0
Belgium,1988,5,0,0,0,0
Belgium,1988,6,0,0,0,0
Belgium,1988,7,0,0,0,0
Belgium,1988,8,0,0,0,0
Belgium,1988,9,0,0,0,0
Belgium,1988,10,0,0,0,0
Belgium,1988,11,0,0,0,0
Belgium,1988,12,0,0,0,0
Belgium,1989,1,0,0,0,0
Belgium,1989,2,0,0,0,0
Belgium,1989,3,0,0,0,0
Belgium,1989,4,0,0,0,0
Belgium,1989,5,0,0,0,0
Belgium,1989,6,0,0,0,0
Belgium,1989,7,0,0,0,0
Belgium,1989,8,0,0,0,0
Belgium,1989,9,0,0,0,0
Belgium,1989,10,0,0,0,0
Belgium,1989,11,0,0,0,0
Belgium,1989,12,0,0,0,0
Belgium,1990,1,0,0,0,0
Belgium,1990,2,0,0,0,0
Belgium,1990,3,0,0,0,0
Belgium,1990,4,0,0,0,0
Belgium,1990,5,0,0,0,0
Belgium,1990,6,0,0,0,0
Belgium,1990,7,0,0,0,0
Belgium,1990,8,0,0,0,0
Belgium,1990,9,0,0,0,0
Belgium,1990,10,0,0,0,0
Belgium,1990,11,0,0,0,0
Belgium,1990,12,0,0,0,0
Belgium,1991,1,0,1,0,1
Belgium,1991,2,0,1,0,1
Belgium,1991,3,0,1,0,1
Belgium,1991,4,0,1,0,1
Belgium,1991,5,0,1,0,1
Belgium,1991,6,0,1,0,1
Belgium,1991,7,0,1,0,1
Belgium,1991,8,0,1,0,1
Belgium,1991,9,0,1,0,1
Belgium,1991,10,0,1,0,1
Belgium,1991,11,0,1,0,1
Belgium,1991,12,0,1,0,1
Belgium,1992,1,0,0,0,0
Belgium,1992,2,0,0,0,0
Belgium,1992,3,0,0,0,0
Belgium,1992,4,0,0,0,0
Belgium,1992,5,0,0,0,0
Belgium,1992,6,0,0,0,0
Belgium,1992,7,0,0,0,0
Belgium,1992,8,0,0,0,0
Belgium,1992,9,0,0,0,0
Belgium,1992,10,0,0,0,0
Belgium,1992,11,0,0,0,0
Belgium,1992,12,0,0,0,0
Belgium,1993,1,0,0,0,0
Belgium,1993,2,0,0,0,0
Belgium,1993,3,0,0,0,0
Belgium,1993,4,0,0,0,0
Belgium,1993,5,0,0,0,0
Belgium,1993,6,0,0,0,0
Belgium,1993,7,0,0,0,0
Belgium,1993,8,0,0,0,0
Belgium,1993,9,0,0,0,0
Belgium,1993,10,0,0,0,0
Belgium,1993,11,0,0,0,0
Belgium,1993,12,0,0,0,0
Belgium,1994,1,0,0,0,0
Belgium,1994,2,0,0,0,0
Belgium,1994,3,0,0,0,0
Belgium,1994,4,0,0,0,0
Belgium,1994,5,0,0,0,0
Belgium,1994,6,0,0,0,0
Belgium,1994,7,0,0,0,0
Belgium,1994,8,0,0,0,0
Belgium,1994,9,0,0,0,0
Belgium,1994,10,0,0,0,0
Belgium,1994,11,0,0,0,0
Belgium,1994,12,0,0,0,0
Belgium,1995,1,0,1,0,1
Belgium,1995,2,0,1,0,1
Belgium,1995,3,0,1,0,1
Belgium,1995,4,0,1,0,1
Belgium,1995,5,0,1,0,1
Belgium,1995,6,0,1,0,1
Belgium,1995,7,0,1,0,1
Belgium,1995,8,0,1,0,1
Belgium,1995,9,0,1,0,1
Belgium,1995,10,0,1,0,1
Belgium,1995,11,0,1,0,1
Belgium,1995,12,0,1,0,1
Belgium,1996,1,0,0,0,0
Belgium,1996,2,0,0,0,0
Belgium,1996,3,0,0,0,0
Belgium,1996,4,0,0,0,0
Belgium,1996,5,0,0,0,0
Belgium,1996,6,0,0,0,0
Belgium,1996,7,0,0,0,0
Belgium,1996,8,0,0,0,0
Belgium,1996,9,0,0,0,0
Belgium,1996,10,0,0,0,0
Belgium,1996,11,0,0,0,0
Belgium,1996,12,0,0,0,0
Belgium,1997,1,0,0,0,0
Belgium,1997,2,0,0,0,0
Belgium,1997,3,0,0,0,0
Belgium,1997,4,0,0,0,0
Belgium,1997,5,0,0,0,0
Belgium,1997,6,0,0,0,0
Belgium,1997,7,0,0,0,0
Belgium,1997,8,0,0,0,0
Belgium,1997,9,0,0,0,0
Belgium,1997,10,0,0,0,0
Belgium,1997,11,0,0,0,0
Belgium,1997,12,0,0,0,0
Belgium,1998,1,0,0,0,0
Belgium,1998,2,0,0,0,0
Belgium,1998,3,0,0,0,0
Belgium,1998,4,0,0,0,0
Belgium,1998,5,0,0,0,0
Belgium,1998,6,0,0,0,0
Belgium,1998,7,0,0,0,0
Belgium,1998,8,0,0,0,0
Belgium,1998,9,0,0,0,0
Belgium,1998,10,0,0,0,0
Belgium,1998,11,0,0,0,0
Belgium,1998,12,0,0,0,0
Belgium,1999,1,0,1,0,1
Belgium,1999,2,0,1,0,1
Belgium,1999,3,0,1,0,1
Belgium,1999,4,0,1,0,1
Belgium,1999,5,0,1,0,1
Belgium,1999,6,0,1,0,1
Belgium,1999,7,0,1,0,1
Belgium,1999,8,0,1,0,1
Belgium,1999,9,0,1,0,1
Belgium,1999,10,0,1,0,1
Belgium,1999,11,0,1,0,1
Belgium,1999,12,0,1,0,1
Belgium,2000,1,0,0,0,0
Belgium,2000,2,0,0,0,0
Belgium,2000,3,0,0,0,0
Belgium,2000,4,0,0,0,0
Belgium,2000,5,0,0,0,0
Belgium,2000,6,0,0,0,0
Belgium,2000,7,0,0,0,0
Belgium,2000,8,0,0,0,0
Belgium,2000,9,0,0,0,0
Belgium,2000,10,0,0,0,0
Belgium,2000,11,0,0,0,0
Belgium,2000,12,0,0,0,0
Belgium,2001,1,0,0,0,0
Belgium,2001,2,0,0,0,0
Belgium,2001,3,0,0,0,0
Belgium,2001,4,0,0,0,0
Belgium,2001,5,0,0,0,0
Belgium,2001,6,0,0,0,0
Belgium,2001,7,0,0,0,0
Belgium,2001,8,0,0,0,0
Belgium,2001,9,0,0,0,0
Belgium,2001,10,0,0,0,0
Belgium,2001,11,0,0,0,0
Belgium,2001,12,0,0,0,0
Belgium,2002,1,0,0,0,0
Belgium,2002,2,0,0,0,0
Belgium,2002,3,0,0,0,0
Belgium,2002,4,0,0,0,0
Belgium,2002,5,0,0,0,0
Belgium,2002,6,0,0,0,0
Belgium,2002,7,0,0,0,0
Belgium,2002,8,0,0,0,0
Belgium,2002,9,0,0,0,0
Belgium,2002,10,0,0,0,0
Belgium,2002,11,0,0,0,0
Belgium,2002,12,0,0,0,0
Belgium,2003,1,0,1,0,1
Belgium,2003,2,0,1,0,1
Belgium,2003,3,0,1,0,1
Belgium,2003,4,0,1,0,1
Belgium,2003,5,0,1,0,1
Belgium,2003,6,0,1,0,1
Belgium,2003,7,0,1,0,1
Belgium,2003,8,0,1,0,1
Belgium,2003,9,0,1,0,1
Belgium,2003,10,0,1,0,1
Belgium,2003,11,0,1,0,1
Belgium,2003,12,0,1,0,1
Belgium,2004,1,0,0,0,0
Belgium,2004,2,0,0,0,0
Belgium,2004,3,0,0,0,0
Belgium,2004,4,0,0,0,0
Belgium,2004,5,0,0,0,0
Belgium,2004,6,0,0,0,0
Belgium,2004,7,0,0,0,0
Belgium,2004,8,0,0,0,0
Belgium,2004,9,0,0,0,0
Belgium,2004,10,0,0,0,0
Belgium,2004,11,0,0,0,0
Belgium,2004,12,0,0,0,0
Belgium,2005,1,0,0,0,0
Belgium,2005,2,0,0,0,0
Belgium,2005,3,0,0,0,0
Belgium,2005,4,0,0,0,0
Belgium,2005,5,0,0,0,0
Belgium,2005,6,0,0,0,0
Belgium,2005,7,0,0,0,0
Belgium,2005,8,0,0,0,0
Belgium,2005,9,0,0,0,0
Belgium,2005,10,0,0,0,0
Belgium,2005,11,0,0,0,0
Belgium,2005,12,0,0,0,0
Belgium,2006,1,0,0,0,0
Belgium,2006,2,0,0,0,0
Belgium,2006,3,0,0,0,0
Belgium,2006,4,0,0,0,0
Belgium,2006,5,0,0,0,0
Belgium,2006,6,0,0,0,0
Belgium,2006,7,0,0,0,0
Belgium,2006,8,0,0,0,0
Belgium,2006,9,0,0,0,0
Belgium,2006,10,0,0,0,0
Belgium,2006,11,0,0,0,0
Belgium,2006,12,0,0,0,0
Belgium,2007,1,0,1,0,1
Belgium,2007,2,0,1,0,1
Belgium,2007,3,0,1,0,1
Belgium,2007,4,0,1,0,1
Belgium,2007,5,0,1,0,1
Belgium,2007,6,0,1,0,1
Belgium,2007,7,0,1,0,1
Belgium,2007,8,0,1,0,1
Belgium,2007,9,0,1,0,1
Belgium,2007,10,0,1,0,1
Belgium,2007,11,0,1,0,1
Belgium,2007,12,0,1,0,1
Belgium,2008,1,0,0,0,0
Belgium,2008,2,0,0,0,0
Belgium,2008,3,0,0,0,0
Belgium,2008,4,0,0,0,0
Belgium,2008,5,0,0,0,0
Belgium,2008,6,0,0,0,0
Belgium,2008,7,0,0,0,0
Belgium,2008,8,0,0,0,0
Belgium,2008,9,0,0,0,0
Belgium,2008,10,0,0,0,0
Belgium,2008,11,0,0,0,0
Belgium,2008,12,0,0,0,0
Belgium,2009,1,0,0,0,0
Belgium,2009,2,0,0,0,0
Belgium,2009,3,0,0,0,0
Belgium,2009,4,0,0,0,0
Belgium,2009,5,0,0,0,0
Belgium,2009,6,0,0,0,0
Belgium,2009,7,0,0,0,0
Belgium,2009,8,0,0,0,0
Belgium,2009,9,0,0,0,0
Belgium,2009,10,0,0,0,0
Belgium,2009,11,0,0,0,0
Belgium,2009,12,0,0,0,0
Belgium,2010,1,1,0,1,0
Belgium,2010,2,1,0,1,0
Belgium,2010,3,1,0,1,0
Belgium,2010,4,1,0,1,0
Belgium,2010,5,1,0,1,0
Belgium,2010,6,1,0,1,0
Belgium,2010,7,1,0,1,0
Belgium,2010,8,1,0,1,0
Belgium,2010,9,1,0,1,0
Belgium,2010,10,1,0,1,0
Belgium,2010,11,1,0,1,0
Belgium,2010,12,1,0,1,0
Bulgaria,1989,1,0,0,0,0
Bulgaria,1989,2,0,0,0,0
Bulgaria,1989,3,0,0,0,0
Bulgaria,1989,4,0,0,0,0
Bulgaria,1989,5,0,0,0,0
Bulgaria,1989,6,0,0,0,0
Bulgaria,1989,7,0,0,0,0
Bulgaria,1989,8,0,0,0,0
Bulgaria,1989,9,0,0,0,0
Bulgaria,1989,10,0,0,0,0
Bulgaria,1989,11,0,0,0,0
Bulgaria,1989,12,0,0,0,0
Bulgaria,1990,1,0,0,0,0
Bulgaria,1990,2,0,0,0,0
Bulgaria,1990,3,0,0,0,0
Bulgaria,1990,4,0,0,0,0
Bulgaria,1990,5,0,0,0,0
Bulgaria,1990,6,0,0,0,0
Bulgaria,1990,7,0,0,0,0
Bulgaria,1990,8,0,0,0,0
Bulgaria,1990,9,0,0,0,0
Bulgaria,1990,10,0,0,0,0
Bulgaria,1990,11,0,0,0,0
Bulgaria,1990,12,0,0,0,0
Bulgaria,1991,1,0,0,0,1
Bulgaria,1991,2,0,0,0,1
Bulgaria,1991,3,0,0,0,1
Bulgaria,1991,4,0,0,0,1
Bulgaria,1991,5,0,0,0,1
Bulgaria,1991,6,0,0,0,1
Bulgaria,1991,7,0,0,0,1
Bulgaria,1991,8,0,0,0,1
Bulgaria,1991,9,0,0,0,1
Bulgaria,1991,10,0,0,0,1
Bulgaria,1991,11,0,0,0,1
Bulgaria,1991,12,0,0,0,1
Bulgaria,1992,1,0,1,0,0
Bulgaria,1992,2,0,1,0,0
Bulgaria,1992,3,0,1,0,0
Bulgaria,1992,4,0,1,0,0
Bulgaria,1992,5,0,1,0,0
Bulgaria,1992,6,0,1,0,0
Bulgaria,1992,7,0,1,0,0
Bulgaria,1992,8,0,1,0,0
Bulgaria,1992,9,0,1,0,0
Bulgaria,1992,10,0,1,0,0
Bulgaria,1992,11,0,1,0,0
Bulgaria,1992,12,0,1,0,0
Bulgaria,1993,1,0,0,0,0
Bulgaria,1993,2,0,0,0,0
Bulgaria,1993,3,0,0,0,0
Bulgaria,1993,4,0,0,0,0
Bulgaria,1993,5,0,0,0,0
Bulgaria,1993,6,0,0,0,0
Bulgaria,1993,7,0,0,0,0
Bulgaria,1993,8,0,0,0,0
Bulgaria,1993,9,0,0,0,0
Bulgaria,1993,10,0,0,0,0
Bulgaria,1993,11,0,0,0,0
Bulgaria,1993,12,0,0,0,0
Bulgaria,1994,1,0,0,1,0
Bulgaria,1994,2,0,0,1,0
Bulgaria,1994,3,0,0,1,0
Bulgaria,1994,4,0,0,1,0
Bulgaria,1994,5,0,0,1,0
Bulgaria,1994,6,0,0,1,0
Bulgaria,1994,7,0,0,1,0
Bulgaria,1994,8,0,0,1,0
Bulgaria,1994,9,0,0,1,0
Bulgaria,1994,10,0,0,1,0
Bulgaria,1994,11,0,0,1,0
Bulgaria,1994,12,0,0,1,0
Bulgaria,1995,1,0,0,0,0
Bulgaria,1995,2,0,0,0,0
Bulgaria,1995,3,0,0,0,0
Bulgaria,1995,4,0,0,0,0
Bulgaria,1995,5,0,0,0,0
Bulgaria,1995,6,0,0,0,0
Bulgaria,1995,7,0,0,0,0
Bulgaria,1995,8,0,0,0,0
Bulgaria,1995,9,0,0,0,0
Bulgaria,1995,10,0,0,0,0
Bulgaria,1995,11,0,0,0,0
Bulgaria,1995,12,0,0,0,0
Bulgaria,1996,1,1,0,0,0
Bulgaria,1996,2,1,0,0,0
Bulgaria,1996,3,1,0,0,0
Bulgaria,1996,4,1,0,0,0
Bulgaria,1996,5,1,0,0,0
Bulgaria,1996,6,1,0,0,0
Bulgaria,1996,7,1,0,0,0
Bulgaria,1996,8,1,0,0,0
Bulgaria,1996,9,1,0,0,0
Bulgaria,1996,10,1,0,0,0
Bulgaria,1996,11,1,0,0,0
Bulgaria,1996,12,1,0,0,0
Bulgaria,1997,1,0,0,1,0
Bulgaria,1997,2,0,0,1,0
Bulgaria,1997,3,0,0,1,0
Bulgaria,1997,4,0,0,1,0
Bulgaria,1997,5,0,0,1,0
Bulgaria,1997,6,0,0,1,0
Bulgaria,1997,7,0,0,1,0
Bulgaria,1997,8,0,0,1,0
Bulgaria,1997,9,0,0,1,0
Bulgaria,1997,10,0,0,1,0
Bulgaria,1997,11,0,0,1,0
Bulgaria,1997,12,0,0,1,0
Bulgaria,1998,1,0,0,0,0
Bulgaria,1998,2,0,0,0,0
Bulgaria,1998,3,0,0,0,0
Bulgaria,1998,4,0,0,0,0
Bulgaria,1998,5,0,0,0,0
Bulgaria,1998,6,0,0,0,0
Bulgaria,1998,7,0,0,0,0
Bulgaria,1998,8,0,0,0,0
Bulgaria,1998,9,0,0,0,0
Bulgaria,1998,10,0,0,0,0
Bulgaria,1998,11,0,0,0,0
Bulgaria,1998,12,0,0,0,0
Bulgaria,1999,1,0,0,0,0
Bulgaria,1999,2,0,0,0,0
Bulgaria,1999,3,0,0,0,0
Bulgaria,1999,4,0,0,0,0
Bulgaria,1999,5,0,0,0,0
Bulgaria,1999,6,0,0,0,0
Bulgaria,1999,7,0,0,0,0
Bulgaria,1999,8,0,0,0,0
Bulgaria,1999,9,0,0,0,0
Bulgaria,1999,10,0,0,0,0
Bulgaria,1999,11,0,0,0,0
Bulgaria,1999,12,0,0,0,0
Bulgaria,2000,1,0,0,0,0
Bulgaria,2000,2,0,0,0,0
Bulgaria,2000,3,0,0,0,0
Bulgaria,2000,4,0,0,0,0
Bulgaria,2000,5,0,0,0,0
Bulgaria,2000,6,0,0,0,0
Bulgaria,2000,7,0,0,0,0
Bulgaria,2000,8,0,0,0,0
Bulgaria,2000,9,0,0,0,0
Bulgaria,2000,10,0,0,0,0
Bulgaria,2000,11,0,0,0,0
Bulgaria,2000,12,0,0,0,0
Bulgaria,2001,1,0,1,0,1
Bulgaria,2001,2,0,1,0,1
Bulgaria,2001,3,0,1,0,1
Bulgaria,2001,4,0,1,0,1
Bulgaria,2001,5,0,1,0,1
Bulgaria,2001,6,0,1,0,1
Bulgaria,2001,7,0,1,0,1
Bulgaria,2001,8,0,1,0,1
Bulgaria,2001,9,0,1,0,1
Bulgaria,2001,10,0,1,0,1
Bulgaria,2001,11,0,1,0,1
Bulgaria,2001,12,0,1,0,1
Bulgaria,2002,1,0,,0,0
Bulgaria,2002,2,0,,0,0
Bulgaria,2002,3,0,,0,0
Bulgaria,2002,4,0,,0,0
Bulgaria,2002,5,0,,0,0
Bulgaria,2002,6,0,,0,0
Bulgaria,2002,7,0,,0,0
Bulgaria,2002,8,0,,0,0
Bulgaria,2002,9,0,,0,0
Bulgaria,2002,10,0,,0,0
Bulgaria,2002,11,0,,0,0
Bulgaria,2002,12,0,,0,0
Bulgaria,2003,1,0,,0,0
Bulgaria,2003,2,0,,0,0
Bulgaria,2003,3,0,,0,0
Bulgaria,2003,4,0,,0,0
Bulgaria,2003,5,0,,0,0
Bulgaria,2003,6,0,,0,0
Bulgaria,2003,7,0,,0,0
Bulgaria,2003,8,0,,0,0
Bulgaria,2003,9,0,,0,0
Bulgaria,2003,10,0,,0,0
Bulgaria,2003,11,0,,0,0
Bulgaria,2003,12,0,,0,0
Bulgaria,2004,1,0,,0,0
Bulgaria,2004,2,0,,0,0
Bulgaria,2004,3,0,,0,0
Bulgaria,2004,4,0,,0,0
Bulgaria,2004,5,0,,0,0
Bulgaria,2004,6,0,,0,0
Bulgaria,2004,7,0,,0,0
Bulgaria,2004,8,0,,0,0
Bulgaria,2004,9,0,,0,0
Bulgaria,2004,10,0,,0,0
Bulgaria,2004,11,0,,0,0
Bulgaria,2004,12,0,,0,0
Bulgaria,2005,1,0,1,0,1
Bulgaria,2005,2,0,1,0,1
Bulgaria,2005,3,0,1,0,1
Bulgaria,2005,4,0,1,0,1
Bulgaria,2005,5,0,1,0,1
Bulgaria,2005,6,0,1,0,1
Bulgaria,2005,7,0,1,0,1
Bulgaria,2005,8,0,1,0,1
Bulgaria,2005,9,0,1,0,1
Bulgaria,2005,10,0,1,0,1
Bulgaria,2005,11,0,1,0,1
Bulgaria,2005,12,0,1,0,1
Bulgaria,2006,1,0,0,0,0
Bulgaria,2006,2,0,0,0,0
Bulgaria,2006,3,0,0,0,0
Bulgaria,2006,4,0,0,0,0
Bulgaria,2006,5,0,0,0,0
Bulgaria,2006,6,0,0,0,0
Bulgaria,2006,7,0,0,0,0
Bulgaria,2006,8,0,0,0,0
Bulgaria,2006,9,0,0,0,0
Bulgaria,2006,10,0,0,0,0
Bulgaria,2006,11,0,0,0,0
Bulgaria,2006,12,0,0,0,0
Bulgaria,2007,1,0,0,0,0
Bulgaria,2007,2,0,0,0,0
Bulgaria,2007,3,0,0,0,0
Bulgaria,2007,4,0,0,0,0
